scientific_name,state,state_abbreviation,country
Mycteria americana,North Carolina,NC,United States
Mycteria americana,North Carolina,NC,United States
Mycteria americana,Mississippi,MS,United States
Mycteria americana,Mississippi,MS,United States
Mycteria americana,Mississippi,MS,United States
Mycteria americana,Florida,FL,United States
Mycteria americana,Florida,FL,United States
Mycteria americana,Florida,FL,United States
Mycteria americana,South Carolina,SC,United States
Mycteria americana,South Carolina,SC,United States
Plagopterus argentissimus,Arizona,AZ,United States
Plagopterus argentissimus,Utah,UT,United States
Plagopterus argentissimus,Nevada,NV,United States
Bufo hemiophrys baxteri,Wyoming,WY,United States
Coccyzus americanus,New Mexico,NM,Canada
Coccyzus americanus,New Mexico,NM,United States
Coccyzus americanus,Colorado,CO,Canada
Coccyzus americanus,Colorado,CO,United States
Coccyzus americanus,Wyoming,WY,Canada
Coccyzus americanus,Wyoming,WY,United States
Coccyzus americanus,Texas,TX,United States
Coccyzus americanus,Texas,TX,Canada
Coccyzus americanus,Nevada,NV,Canada
Coccyzus americanus,Nevada,NV,United States
Coccyzus americanus,California,CA,Canada
Coccyzus americanus,California,CA,United States
Coccyzus americanus,Utah,UT,Canada
Coccyzus americanus,Utah,UT,United States
Coccyzus americanus,Montana,MT,Canada
Coccyzus americanus,Montana,MT,United States
Coccyzus americanus,Arizona,AZ,United States
Coccyzus americanus,Arizona,AZ,Canada
Coccyzus americanus,Idaho,ID,United States
Coccyzus americanus,Idaho,ID,Canada
Coccyzus americanus,Oregon,OR,United States
Coccyzus americanus,Oregon,OR,Canada
Coccyzus americanus,Washington,WA,United States
Coccyzus americanus,Washington,WA,Canada
Epioblasma florentina florentina,Tennessee,TN,United States
Etheostoma moorei,Arkansas,AR,United States
Lampsilis cariosa,North Carolina,NC,United States
Lampsilis cariosa,North Carolina,NC,Canada
Agelaius xanthomus,Puerto Rico,PR,United States
Rallus obsoletus [=longirostris] yumanensis,Arizona,AZ,United States
Rallus obsoletus [=longirostris] yumanensis,California,CA,United States
