common_name,scientific_name,species_group,esa_status,foreign_or_domestic,state,state_abbr,country
Knowlton's cactus,Pediocactus knowltonii,Flowering Plants,Endangered,Domestic,Colorado,CO,United States
Koster's springsnail,Juturnia kosteri,Snails,Endangered,Domestic,New Mexico,NM,United States
Kuenzler hedgehog cactus,Echinocereus fendleri var. kuenzleri,Flowering Plants,Threatened,Domestic,New Mexico,NM,United States
Laguna Beach liveforever,Dudleya stolonifera,Flowering Plants,Threatened,Domestic,California,CA,United States
Laguna Mountains skipper,Pyrgus ruralis lagunae,Insects,Endangered,Domestic,California,CA,United States
Lahontan cutthroat trout,Oncorhynchus clarkii henshawi,Fishes,Threatened,Domestic,Oregon,OR,United States
Lahontan cutthroat trout,Oncorhynchus clarkii henshawi,Fishes,Threatened,Domestic,Utah,UT,United States
Lahontan cutthroat trout,Oncorhynchus clarkii henshawi,Fishes,Threatened,Domestic,California,CA,United States
Lahontan cutthroat trout,Oncorhynchus clarkii henshawi,Fishes,Threatened,Domestic,Nevada,NV,United States
Lange's metalmark butterfly,Apodemia mormo langei,Insects,Endangered,Domestic,California,CA,United States
Large-flowered woolly meadowfoam,Limnanthes pumila ssp. grandiflora,Flowering Plants,Endangered,Domestic,Oregon,OR,United States
Laughing gull,larus atricilla,Birds,Species of Concern,Domestic,American Samoa,AS,United States
Laurel dace,Chrosomus saylori,Fishes,Endangered,Domestic,Tennessee,TN,United States
Laysan duck,Anas laysanensis,Birds,Endangered,Domestic,Hawaii,HI,United States
Laysan finch (honeycreeper),Telespyza cantans,Birds,Endangered,Domestic,Hawaii,HI,United States
Least Bell's vireo,Vireo bellii pusillus,Birds,Endangered,Both Domestic and Foreign,California,CA,United States
Least bittern,Ixobrychus exilis,Birds,Species of Concern,Both Domestic and Foreign,Nevada,NV,United States
Least bittern,Ixobrychus exilis,Birds,Species of Concern,Both Domestic and Foreign,Arizona,AZ,United States
Least bittern,Ixobrychus exilis,Birds,Species of Concern,Both Domestic and Foreign,Oregon,OR,United States
Least bittern,Ixobrychus exilis,Birds,Species of Concern,Both Domestic and Foreign,California,CA,United States
Least bittern,Ixobrychus exilis,Birds,Species of Concern,Both Domestic and Foreign,Utah,UT,United States
Least tern,Sterna antillarum,Birds,Endangered,Domestic,New Mexico,NM,United States
Least tern,Sterna antillarum,Birds,Endangered,Domestic,Nebraska,NE,United States
Least tern,Sterna antillarum,Birds,Endangered,Domestic,Louisiana,LA,United States
Least tern,Sterna antillarum,Birds,Endangered,Domestic,Kansas,KS,United States
Least tern,Sterna antillarum,Birds,Endangered,Domestic,Indiana,IN,United States
Least tern,Sterna antillarum,Birds,Endangered,Domestic,Texas,TX,United States
Least tern,Sterna antillarum,Birds,Endangered,Domestic,Kentucky,KY,United States
Least tern,Sterna antillarum,Birds,Endangered,Domestic,South Dakota,SD,United States
Least tern,Sterna antillarum,Birds,Endangered,Domestic,Missouri,MO,United States
Least tern,Sterna antillarum,Birds,Endangered,Domestic,Tennessee,TN,United States
Least tern,Sterna antillarum,Birds,Endangered,Domestic,North Dakota,ND,United States
Least tern,Sterna antillarum,Birds,Endangered,Domestic,Oklahoma,OK,United States
Least tern,Sterna antillarum,Birds,Endangered,Domestic,Colorado,CO,United States
Least tern,Sterna antillarum,Birds,Endangered,Domestic,Illinois,IL,United States
Least tern,Sterna antillarum,Birds,Endangered,Domestic,Mississippi,MS,United States
Least tern,Sterna antillarum,Birds,Endangered,Domestic,Arkansas,AR,United States
Least tern,Sterna antillarum,Birds,Endangered,Domestic,Iowa,IA,United States
Least tern,Sterna antillarum,Birds,Endangered,Domestic,Montana,MT,United States
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Rhode Island,RI,United States
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Hawaii,HI,United States
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,North Carolina,NC,United States
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Florida,FL,United States
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Mississippi,MS,United States
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Georgia,GA,United States
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Maine,ME,United States
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Louisiana,LA,United States
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,California,CA,United States
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Alabama,AL,United States
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,New York,NY,United States
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Texas,TX,United States
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Massachusetts,MA,United States
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Virginia,VA,United States
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,South Carolina,SC,United States
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,New Jersey,NJ,United States
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,New Hampshire,NH,United States
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Puerto Rico,PR,United States
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Virgin Islands,VI,United States
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Maryland,MD,United States
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Delaware,DE,United States
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Oregon,OR,United States
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Connecticut,CT,United States
Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered,Both Domestic and Foreign,Washington,WA,United States
Lee pincushion cactus,Coryphantha sneedii var. leei,Flowering Plants,Threatened,Domestic,New Mexico,NM,United States
Leon Springs pupfish,Cyprinodon bovinus,Fishes,Endangered,Domestic,Texas,TX,United States
Light-footed clapper rail,Rallus longirostris levipes,Birds,Endangered,Both Domestic and Foreign,California,CA,United States
Little amphianthus,Amphianthus pusillus,Flowering Plants,Threatened,Domestic,Georgia,GA,United States
Little amphianthus,Amphianthus pusillus,Flowering Plants,Threatened,Domestic,Alabama,AL,United States
Little amphianthus,Amphianthus pusillus,Flowering Plants,Threatened,Domestic,South Carolina,SC,United States
Loggerhead sea turtle,Caretta caretta,Reptiles,Threatened,Both Domestic and Foreign,Texas,TX,United States
Loggerhead sea turtle,Caretta caretta,Reptiles,Threatened,Both Domestic and Foreign,South Carolina,SC,United States
Loggerhead sea turtle,Caretta caretta,Reptiles,Endangered,Both Domestic and Foreign,Oregon,OR,United States
Loggerhead sea turtle,Caretta caretta,Reptiles,Threatened,Both Domestic and Foreign,Georgia,GA,United States
Loggerhead sea turtle,Caretta caretta,Reptiles,Threatened,Both Domestic and Foreign,Louisiana,LA,United States
Loggerhead sea turtle,Caretta caretta,Reptiles,Threatened,Both Domestic and Foreign,Alabama,AL,United States
Loggerhead sea turtle,Caretta caretta,Reptiles,Threatened,Both Domestic and Foreign,Virginia,VA,United States
Loggerhead sea turtle,Caretta caretta,Reptiles,Threatened,Both Domestic and Foreign,Mississippi,MS,United States
Loggerhead sea turtle,Caretta caretta,Reptiles,Threatened,Both Domestic and Foreign,North Carolina,NC,United States
Loggerhead sea turtle,Caretta caretta,Reptiles,Threatened,Both Domestic and Foreign,Florida,FL,United States
Lost River sucker,Deltistes luxatus,Fishes,Endangered,Domestic,Oregon,OR,United States
Lost River sucker,Deltistes luxatus,Fishes,Endangered,Domestic,California,CA,United States
Louisiana pearlshell,Margaritifera hembeli,Clams,Threatened,Domestic,Arkansas,AR,United States
Louisiana pearlshell,Margaritifera hembeli,Clams,Threatened,Domestic,Louisiana,LA,United States
Louisiana pinesnake,Pituophis ruthveni,Reptiles,Threatened,Domestic,Texas,TX,United States
Louisiana pinesnake,Pituophis ruthveni,Reptiles,Threatened,Domestic,Louisiana,LA,United States
Louisiana quillwort,Isoetes louisianensis,Ferns and Allies,Endangered,Domestic,Louisiana,LA,United States
Louisiana quillwort,Isoetes louisianensis,Ferns and Allies,Endangered,Domestic,Mississippi,MS,United States
Louisiana quillwort,Isoetes louisianensis,Ferns and Allies,Endangered,Domestic,Alabama,AL,United States
Lower Keys marsh rabbit,Sylvilagus palustris hefneri,Mammals,Endangered,Domestic,Florida,FL,United States
Lyon's pentachaeta,Pentachaeta lyonii,Flowering Plants,Endangered,Domestic,California,CA,United States
Mancos milk-vetch,Astragalus humillimus,Flowering Plants,Endangered,Domestic,Colorado,CO,United States
Mancos milk-vetch,Astragalus humillimus,Flowering Plants,Endangered,Domestic,New Mexico,NM,United States
Marbled murrelet,Brachyramphus marmoratus,Birds,Threatened,Domestic,Washington,WA,United States
Marbled murrelet,Brachyramphus marmoratus,Birds,Threatened,Domestic,California,CA,United States
Marbled murrelet,Brachyramphus marmoratus,Birds,Threatened,Domestic,Oregon,OR,United States
Mariana fruit Bat (=Mariana flying fox),Pteropus mariannus mariannus,Mammals,Threatened,Domestic,Northern Mariana Islands,MP,United States
Mariana fruit Bat (=Mariana flying fox),Pteropus mariannus mariannus,Mammals,Threatened,Domestic,Guam,GU,United States
Mariana mallard,Anas oustaleti,Birds,Extinction,Domestic,Northern Mariana Islands,MP,United States
Mariana mallard,Anas oustaleti,Birds,Extinction,Domestic,Guam,GU,United States
Masked bobwhite (quail),Colinus virginianus ridgwayi,Birds,Endangered,Both Domestic and Foreign,Arizona,AZ,United States
Mexican blindcat (catfish),Prietella phreatophila,Fishes,Endangered,Foreign,Texas,TX,United States
Mexican wolf,Canis lupus baileyi,Mammals,Endangered,Both Domestic and Foreign,New Mexico,NM,United States
Mexican wolf,Canis lupus baileyi,Mammals,Endangered,Both Domestic and Foreign,Arizona,AZ,United States
Miami Blue Butterfly,Cyclargus (=Hemiargus) thomasi bethunebakeri,Insects,Endangered,Domestic,Florida,FL,United States
Miccosukee gooseberry,Ribes echinellum,Flowering Plants,Threatened,Domestic,South Carolina,SC,United States
Miccosukee gooseberry,Ribes echinellum,Flowering Plants,Threatened,Domestic,Florida,FL,United States
Michaux's sumac,Rhus michauxii,Flowering Plants,Endangered,Domestic,South Carolina,SC,United States
Michaux's sumac,Rhus michauxii,Flowering Plants,Endangered,Domestic,North Carolina,NC,United States
Michaux's sumac,Rhus michauxii,Flowering Plants,Endangered,Domestic,Georgia,GA,United States
Michaux's sumac,Rhus michauxii,Flowering Plants,Endangered,Domestic,Virginia,VA,United States
Minnesota dwarf trout lily,Erythronium propullans,Flowering Plants,Endangered,Domestic,Minnesota,MN,United States
Mission blue butterfly,Icaricia icarioides missionensis,Insects,Endangered,Domestic,California,CA,United States
Mississippi sandhill crane,Grus canadensis pulla,Birds,Endangered,Domestic,Alabama,AL,United States
Mississippi sandhill crane,Grus canadensis pulla,Birds,Endangered,Domestic,Mississippi,MS,United States
Moapa dace,Moapa coriacea,Fishes,Endangered,Domestic,Nevada,NV,United States
Mona boa,Epicrates monensis monensis,Reptiles,Threatened,Domestic,Puerto Rico,PR,United States
Mona ground Iguana,Cyclura stejnegeri,Reptiles,Threatened,Domestic,Puerto Rico,PR,United States
Morro manzanita,Arctostaphylos morroensis,Flowering Plants,Threatened,Domestic,California,CA,United States
Mountain yellow-legged frog,Rana muscosa,Amphibians,Endangered,Domestic,California,CA,United States
Myrtle's silverspot butterfly,Speyeria zerene myrtleae,Insects,Endangered,Domestic,California,CA,United States
Nelson's checker-mallow,Sidalcea nelsoniana,Flowering Plants,Threatened,Domestic,Oregon,OR,United States
Nelson's checker-mallow,Sidalcea nelsoniana,Flowering Plants,Threatened,Domestic,Washington,WA,United States
New Mexico meadow jumping mouse,Zapus hudsonius luteus,Mammals,Endangered,Domestic,Colorado,CO,United States
New Mexico meadow jumping mouse,Zapus hudsonius luteus,Mammals,Endangered,Domestic,New Mexico,NM,United States
New Mexico meadow jumping mouse,Zapus hudsonius luteus,Mammals,Endangered,Domestic,Arizona,AZ,United States
Niangua darter,Etheostoma nianguae,Fishes,Threatened,Domestic,Missouri,MO,United States
Nihoa millerbird (old world warbler),Acrocephalus familiaris kingi,Birds,Endangered,Domestic,Hawaii,HI,United States
No common name,Aristida chaseae,Flowering Plants,Endangered,Domestic,Puerto Rico,PR,United States
No common name,Chamaecrista glandulosa var. mirabilis,Flowering Plants,Endangered,Domestic,Puerto Rico,PR,United States
No common name,Cranichis ricartii,Flowering Plants,Endangered,Domestic,Puerto Rico,PR,United States
No common name,Lepanthes eltoroensis,Flowering Plants,Endangered,Domestic,Puerto Rico,PR,United States
No common name,Lyonia truncata var. proctorii,Flowering Plants,Endangered,Domestic,Puerto Rico,PR,United States
No common name,Schoepfia arenaria,Flowering Plants,Threatened,Domestic,Puerto Rico,PR,United States
No common name,Vernonia proctorii,Flowering Plants,Endangered,Domestic,Puerto Rico,PR,United States
Noel's Amphipod,Gammarus desperatus,Crustaceans,Endangered,Domestic,New Mexico,NM,United States
Northeastern beach tiger beetle,Cicindela dorsalis dorsalis,Insects,Threatened,Domestic,Virginia,VA,United States
Northeastern beach tiger beetle,Cicindela dorsalis dorsalis,Insects,Threatened,Domestic,Massachusetts,MA,United States
Northeastern beach tiger beetle,Cicindela dorsalis dorsalis,Insects,Threatened,Domestic,New Jersey,NJ,United States
Northeastern beach tiger beetle,Cicindela dorsalis dorsalis,Insects,Threatened,Domestic,Maryland,MD,United States
Northeastern bulrush,Scirpus ancistrochaetus,Flowering Plants,Endangered,Domestic,West Virginia,WV,United States
Northeastern bulrush,Scirpus ancistrochaetus,Flowering Plants,Endangered,Domestic,New Hampshire,NH,United States
Northeastern bulrush,Scirpus ancistrochaetus,Flowering Plants,Endangered,Domestic,New York,NY,United States
Northeastern bulrush,Scirpus ancistrochaetus,Flowering Plants,Endangered,Domestic,Virginia,VA,United States
Northeastern bulrush,Scirpus ancistrochaetus,Flowering Plants,Endangered,Domestic,Massachusetts,MA,United States
Northeastern bulrush,Scirpus ancistrochaetus,Flowering Plants,Endangered,Domestic,Vermont,VT,United States
Northeastern bulrush,Scirpus ancistrochaetus,Flowering Plants,Endangered,Domestic,Maryland,MD,United States
Northeastern bulrush,Scirpus ancistrochaetus,Flowering Plants,Endangered,Domestic,Pennsylvania,PA,United States
Northern Aplomado Falcon,Falco femoralis septentrionalis,Birds,Endangered,Both Domestic and Foreign,Texas,TX,United States
Northern Idaho Ground Squirrel,Urocitellus brunneus,Mammals,Threatened,Domestic,Idaho,ID,United States
Northern Long-Eared Bat,Myotis septentrionalis,Mammals,Threatened,Both Domestic and Foreign,Montana,MT,United States
Northern Long-Eared Bat,Myotis septentrionalis,Mammals,Threatened,Both Domestic and Foreign,Kansas,KS,United States
Northern Long-Eared Bat,Myotis septentrionalis,Mammals,Threatened,Both Domestic and Foreign,New York,NY,United States
Northern Long-Eared Bat,Myotis septentrionalis,Mammals,Threatened,Both Domestic and Foreign,Indiana,IN,United States
Northern Long-Eared Bat,Myotis septentrionalis,Mammals,Threatened,Both Domestic and Foreign,Illinois,IL,United States
Northern Long-Eared Bat,Myotis septentrionalis,Mammals,Threatened,Both Domestic and Foreign,Mississippi,MS,United States
Northern Long-Eared Bat,Myotis septentrionalis,Mammals,Threatened,Both Domestic and Foreign,Vermont,VT,United States
Northern Long-Eared Bat,Myotis septentrionalis,Mammals,Threatened,Both Domestic and Foreign,Arkansas,AR,United States
Northern Long-Eared Bat,Myotis septentrionalis,Mammals,Threatened,Both Domestic and Foreign,Iowa,IA,United States
Northern Long-Eared Bat,Myotis septentrionalis,Mammals,Threatened,Both Domestic and Foreign,Nebraska,NE,United States
Northern Long-Eared Bat,Myotis septentrionalis,Mammals,Threatened,Both Domestic and Foreign,Louisiana,LA,United States
Northern Long-Eared Bat,Myotis septentrionalis,Mammals,Threatened,Both Domestic and Foreign,Rhode Island,RI,United States
Northern Long-Eared Bat,Myotis septentrionalis,Mammals,Threatened,Both Domestic and Foreign,Oklahoma,OK,United States
Northern Long-Eared Bat,Myotis septentrionalis,Mammals,Threatened,Both Domestic and Foreign,Pennsylvania,PA,United States
Northern Long-Eared Bat,Myotis septentrionalis,Mammals,Threatened,Both Domestic and Foreign,Wyoming,WY,United States
Northern Long-Eared Bat,Myotis septentrionalis,Mammals,Threatened,Both Domestic and Foreign,Maryland,MD,United States
Northern Long-Eared Bat,Myotis septentrionalis,Mammals,Threatened,Both Domestic and Foreign,Maine,ME,United States
Northern Long-Eared Bat,Myotis septentrionalis,Mammals,Threatened,Both Domestic and Foreign,South Dakota,SD,United States
Northern Long-Eared Bat,Myotis septentrionalis,Mammals,Threatened,Both Domestic and Foreign,Alabama,AL,United States
Northern Long-Eared Bat,Myotis septentrionalis,Mammals,Threatened,Both Domestic and Foreign,Tennessee,TN,United States
Northern Long-Eared Bat,Myotis septentrionalis,Mammals,Threatened,Both Domestic and Foreign,West Virginia,WV,United States
Northern Long-Eared Bat,Myotis septentrionalis,Mammals,Threatened,Both Domestic and Foreign,North Carolina,NC,United States
Northern Long-Eared Bat,Myotis septentrionalis,Mammals,Threatened,Both Domestic and Foreign,Delaware,DE,United States
Northern Long-Eared Bat,Myotis septentrionalis,Mammals,Threatened,Both Domestic and Foreign,Georgia,GA,United States
Northern Long-Eared Bat,Myotis septentrionalis,Mammals,Threatened,Both Domestic and Foreign,Ohio,OH,United States
Northern Long-Eared Bat,Myotis septentrionalis,Mammals,Threatened,Both Domestic and Foreign,District of Columbia,DC,United States
Northern Long-Eared Bat,Myotis septentrionalis,Mammals,Threatened,Both Domestic and Foreign,Massachusetts,MA,United States
Northern Long-Eared Bat,Myotis septentrionalis,Mammals,Threatened,Both Domestic and Foreign,Virginia,VA,United States
Northern Long-Eared Bat,Myotis septentrionalis,Mammals,Threatened,Both Domestic and Foreign,Kentucky,KY,United States
Northern Long-Eared Bat,Myotis septentrionalis,Mammals,Threatened,Both Domestic and Foreign,Missouri,MO,United States
Northern Long-Eared Bat,Myotis septentrionalis,Mammals,Threatened,Both Domestic and Foreign,South Carolina,SC,United States
Northern Long-Eared Bat,Myotis septentrionalis,Mammals,Threatened,Both Domestic and Foreign,New Jersey,NJ,United States
Northern Long-Eared Bat,Myotis septentrionalis,Mammals,Threatened,Both Domestic and Foreign,New Hampshire,NH,United States
Northern Long-Eared Bat,Myotis septentrionalis,Mammals,Threatened,Both Domestic and Foreign,Wisconsin,WI,United States
Northern Long-Eared Bat,Myotis septentrionalis,Mammals,Threatened,Both Domestic and Foreign,North Dakota,ND,United States
Northern Long-Eared Bat,Myotis septentrionalis,Mammals,Threatened,Both Domestic and Foreign,Minnesota,MN,United States
Northern Long-Eared Bat,Myotis septentrionalis,Mammals,Threatened,Both Domestic and Foreign,Connecticut,CT,United States
Northern Long-Eared Bat,Myotis septentrionalis,Mammals,Threatened,Both Domestic and Foreign,Michigan,MI,United States
Northern Mexican gartersnake,Thamnophis eques megalops,Reptiles,Threatened,Both Domestic and Foreign,Arizona,AZ,United States
Northern Mexican gartersnake,Thamnophis eques megalops,Reptiles,Threatened,Both Domestic and Foreign,New Mexico,NM,United States
Northern riffleshell,Epioblasma torulosa rangiana,Clams,Endangered,Domestic,Pennsylvania,PA,United States
Northern riffleshell,Epioblasma torulosa rangiana,Clams,Endangered,Domestic,Kentucky,KY,United States
Northern riffleshell,Epioblasma torulosa rangiana,Clams,Endangered,Domestic,Indiana,IN,United States
Northern riffleshell,Epioblasma torulosa rangiana,Clams,Endangered,Domestic,Michigan,MI,United States
Northern riffleshell,Epioblasma torulosa rangiana,Clams,Endangered,Domestic,New York,NY,United States
Northern riffleshell,Epioblasma torulosa rangiana,Clams,Endangered,Domestic,Illinois,IL,United States
Northern riffleshell,Epioblasma torulosa rangiana,Clams,Endangered,Domestic,Ohio,OH,United States
Northern riffleshell,Epioblasma torulosa rangiana,Clams,Endangered,Domestic,West Virginia,WV,United States
Northern spotted owl,Strix occidentalis caurina,Birds,Threatened,Both Domestic and Foreign,Oregon,OR,United States
Northern spotted owl,Strix occidentalis caurina,Birds,Threatened,Both Domestic and Foreign,California,CA,United States
Northern spotted owl,Strix occidentalis caurina,Birds,Threatened,Both Domestic and Foreign,Washington,WA,United States
Northern wild monkshood,Aconitum noveboracense,Flowering Plants,Threatened,Domestic,Ohio,OH,United States
Northern wild monkshood,Aconitum noveboracense,Flowering Plants,Threatened,Domestic,New York,NY,United States
Northern wild monkshood,Aconitum noveboracense,Flowering Plants,Threatened,Domestic,Iowa,IA,United States
Northern wild monkshood,Aconitum noveboracense,Flowering Plants,Threatened,Domestic,Wisconsin,WI,United States
North Park phacelia,Phacelia formosula,Flowering Plants,Endangered,Domestic,Colorado,CO,United States
Oahu elepaio,Chasiempis ibidis,Birds,Endangered,Domestic,Hawaii,HI,United States
Occult little brown bat,Myotis lucifugus occultus,Mammals,Species of Concern,Both Domestic and Foreign,California,CA,United States
Occult little brown bat,Myotis lucifugus occultus,Mammals,Species of Concern,Both Domestic and Foreign,New Mexico,NM,United States
Occult little brown bat,Myotis lucifugus occultus,Mammals,Species of Concern,Both Domestic and Foreign,Texas,TX,United States
Occult little brown bat,Myotis lucifugus occultus,Mammals,Species of Concern,Both Domestic and Foreign,Arizona,AZ,United States
Ocelot,Leopardus (=Felis) pardalis,Mammals,Endangered,Both Domestic and Foreign,Arizona,AZ,United States
Ocelot,Leopardus (=Felis) pardalis,Mammals,Endangered,Both Domestic and Foreign,Texas,TX,United States
Okaloosa darter,Etheostoma okaloosae,Fishes,Threatened,Domestic,Florida,FL,United States
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,Oregon,OR,United States
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,California,CA,United States
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,Hawaii,HI,United States
Olive-sided flycatcher,Contopus cooperi,Birds,Species of Concern,Both Domestic and Foreign,North Carolina,NC,United States
Oregon silverspot butterfly,Speyeria zerene hippolyta,Insects,Threatened,Domestic,Oregon,OR,United States
Oregon silverspot butterfly,Speyeria zerene hippolyta,Insects,Threatened,Domestic,California,CA,United States
Oregon spotted frog,Rana pretiosa,Amphibians,Threatened,Domestic,Oregon,OR,United States
Oregon spotted frog,Rana pretiosa,Amphibians,Threatened,Domestic,California,CA,United States
Oregon spotted frog,Rana pretiosa,Amphibians,Threatened,Domestic,Washington,WA,United States
Osterhout milkvetch,Astragalus osterhoutii,Flowering Plants,Endangered,Domestic,Colorado,CO,United States
Otay mesa-mint,Pogogyne nudiuscula,Flowering Plants,Endangered,Both Domestic and Foreign,California,CA,United States
Oval pigtoe,Pleurobema pyriforme,Clams,Endangered,Domestic,Florida,FL,United States
Oval pigtoe,Pleurobema pyriforme,Clams,Endangered,Domestic,Georgia,GA,United States
Oval pigtoe,Pleurobema pyriforme,Clams,Endangered,Domestic,Alabama,AL,United States
Oyster mussel,Epioblasma capsaeformis,Clams,Endangered,Domestic,Tennessee,TN,United States
Oyster mussel,Epioblasma capsaeformis,Clams,Endangered,Domestic,Alabama,AL,United States
Oyster mussel,Epioblasma capsaeformis,Clams,Endangered,Domestic,Kentucky,KY,United States
Oyster mussel,Epioblasma capsaeformis,Clams,Endangered,Domestic,Virginia,VA,United States
Ozark big-eared bat,Corynorhinus (=Plecotus) townsendii ingens,Mammals,Endangered,Domestic,Oklahoma,OK,United States
Ozark big-eared bat,Corynorhinus (=Plecotus) townsendii ingens,Mammals,Endangered,Domestic,Arkansas,AR,United States
Ozark big-eared bat,Corynorhinus (=Plecotus) townsendii ingens,Mammals,Endangered,Domestic,Missouri,MO,United States
Ozark cavefish,Amblyopsis rosae,Fishes,Threatened,Domestic,Oklahoma,OK,United States
Ozark cavefish,Amblyopsis rosae,Fishes,Threatened,Domestic,Missouri,MO,United States
Ozark cavefish,Amblyopsis rosae,Fishes,Threatened,Domestic,Arkansas,AR,United States
Ozark cavefish,Amblyopsis rosae,Fishes,Threatened,Domestic,Kansas,KS,United States
Ozark Hellbender,Cryptobranchus alleganiensis bishopi,Amphibians,Endangered,Domestic,Missouri,MO,United States
Ozark Hellbender,Cryptobranchus alleganiensis bishopi,Amphibians,Endangered,Domestic,Arkansas,AR,United States
Pacific Hawaiian damselfly,Megalagrion pacificum,Insects,Endangered,Domestic,Hawaii,HI,United States
Pagosa skyrocket,Ipomopsis polyantha,Flowering Plants,Endangered,Domestic,Colorado,CO,United States
Paiute cutthroat trout,Oncorhynchus clarkii seleniris,Fishes,Threatened,Domestic,California,CA,United States
Pallid sturgeon,Scaphirhynchus albus,Fishes,Endangered,Domestic,South Dakota,SD,United States
Pallid sturgeon,Scaphirhynchus albus,Fishes,Endangered,Domestic,Tennessee,TN,United States
Pallid sturgeon,Scaphirhynchus albus,Fishes,Endangered,Domestic,Kansas,KS,United States
Pallid sturgeon,Scaphirhynchus albus,Fishes,Endangered,Domestic,Arkansas,AR,United States
Pallid sturgeon,Scaphirhynchus albus,Fishes,Endangered,Domestic,Nebraska,NE,United States
Pallid sturgeon,Scaphirhynchus albus,Fishes,Endangered,Domestic,Louisiana,LA,United States
Pallid sturgeon,Scaphirhynchus albus,Fishes,Endangered,Domestic,Montana,MT,United States
Pallid sturgeon,Scaphirhynchus albus,Fishes,Endangered,Domestic,Iowa,IA,United States
Pallid sturgeon,Scaphirhynchus albus,Fishes,Endangered,Domestic,Mississippi,MS,United States
Pallid sturgeon,Scaphirhynchus albus,Fishes,Endangered,Domestic,Illinois,IL,United States
Pallid sturgeon,Scaphirhynchus albus,Fishes,Endangered,Domestic,North Dakota,ND,United States
Pallid sturgeon,Scaphirhynchus albus,Fishes,Endangered,Domestic,Kentucky,KY,United States
Pallid sturgeon,Scaphirhynchus albus,Fishes,Endangered,Domestic,Missouri,MO,United States
Palma de manaca,Calyptronoma rivalis,Flowering Plants,Threatened,Domestic,Puerto Rico,PR,United States
Palo de nigua,Cornutia obovata,Flowering Plants,Endangered,Domestic,Puerto Rico,PR,United States
Palo de ramon,Banara vanderbiltii,Flowering Plants,Endangered,Domestic,Puerto Rico,PR,United States
Palo de rosa,Ottoschulzia rhodoxylon,Flowering Plants,Endangered,Domestic,Puerto Rico,PR,United States
Palos Verdes blue butterfly,Glaucopsyche lygdamus palosverdesensis,Insects,Endangered,Domestic,California,CA,United States
Panama City crayfish,Procambarus econfinae,Crustaceans,Threatened,Domestic,Florida,FL,United States
Parachute beardtongue,Penstemon debilis,Flowering Plants,Threatened,Domestic,Colorado,CO,United States
Parachute beardtongue,Penstemon debilis,Flowering Plants,Threatened,Domestic,Utah,UT,United States
Pawnee montane skipper,Hesperia leonardus montana,Insects,Threatened,Domestic,Colorado,CO,United States
Pearl darter,Percina aurora,Fishes,Threatened,Domestic,Mississippi,MS,United States
Pecos assiminea snail,Assiminea pecos,Snails,Endangered,Both Domestic and Foreign,Texas,TX,United States
Pecos assiminea snail,Assiminea pecos,Snails,Endangered,Both Domestic and Foreign,New Mexico,NM,United States
Pedate checker-mallow,Sidalcea pedata,Flowering Plants,Endangered,Domestic,California,CA,United States
Peirson's milk-vetch,Astragalus magdalenae var. peirsonii,Flowering Plants,Threatened,Domestic,California,CA,United States
